phone,axes,first_with,with_without,first_without
ui,Quiet - Loud,++1.0,1.186e-18,++1.0
ui,Rough - Tender,++1.0,1.035e-12,++1.0
ui,Sad - Joyful,++1.0,++0.04403,++1.0
ui,Short - Long,++1.0,5.278e-30,++1.0
ui,Slow - Quick,++1.0,3.734e-22,++1.0
ui,Small - Big,++1.0,1.332e-24,++1.0
ui,Smooth - Rough_or_not_smooth,++1.0,1.099e-21,++1.0
ui,Ugly - Beautiful,++1.0,7.215e-37,++1.0
uo,Angular - Round,++1.0,++0.03962,++1.0
uo,Bad - Good,++1.0,5.172e-06,++1.0
uo,Cold - Hot,++1.0,++0.1202,++1.0
uo,Complex - Simple,++1.0,8.663e-12,++1.0
uo,Cowardly - Brave,++1.0,++0.1573,++1.0
uo,Dangerous - Secure,++1.0,++0.03452,++1.0
uo,Dark - Luminous,++1.0,5.535e-08,++1.0
uo,Difficult - Easy,++1.0,++0.2678,++1.0
uo,Evil - Benign,++1.0,++0.04252,++1.0
uo,Faded - Bright,++1.0,++0.1719,++1.0
uo,Feeble - Strong,++1.0,4.837e-09,++1.0
uo,Masculine - Feminine,++1.0,5.179e-12,++1.0
uo,Passive - Active,++1.0,3.263e-15,++1.0
uo,Quiet - Loud,++1.0,++0.06027,++1.0
uo,Rough - Tender,++1.0,++0.03468,++1.0
uo,Sad - Joyful,++1.0,++0.3131,++1.0
uo,Short - Long,++1.0,2.539e-05,++1.0
uo,Slow - Quick,++1.0,++0.4625,++1.0
uo,Small - Big,++1.0,++0.482,++1.0
uo,Smooth - Rough_or_not_smooth,++1.0,++0.00141,++1.0
uo,Ugly - Beautiful,++1.0,++0.01118,++1.0
u,Angular - Round,++0.07054,3.877e-09,++0.004071
u,Bad - Good,++0.275,5.672e-19,++0.09443
u,Cold - Hot,2.735e-13,1.769e-18,1.238e-07
u,Complex - Simple,++0.3259,9.389e-15,++0.01702
u,Cowardly - Brave,++0.01169,5.341e-17,++0.3255
u,Dangerous - Secure,++0.01878,0.0001395,++0.00241
u,Dark - Luminous,++0.2013,1.62e-07,++0.3772
u,Difficult - Easy,++0.1069,1.651e-38,++0.0517
u,Evil - Benign,0.0003624,2.151e-34,++0.2486
u,Faded - Bright,++0.02205,8.47e-13,++0.3585
u,Feeble - Strong,++0.07179,4.828e-09,++0.4764
u,Masculine - Feminine,1.275e-09,1.037e-26,0.0003394
u,Passive - Active,++0.3794,0.0003555,++0.1484
u,Quiet - Loud,2.649e-08,2.485e-59,++0.03532
u,Rough - Tender,++0.2565,1.274e-07,++0.2888
u,Sad - Joyful,1.26e-07,1.928e-36,++0.008654
u,Short - Long,++0.04676,++0.03455,++0.02313
u,Slow - Quick,1.746e-05,1.113e-09,++0.003943
u,Small - Big,++0.005678,2.21e-13,1.921e-05
u,Smooth - Rough_or_not_smooth,++0.01069,1.061e-11,0.0001436
u,Ugly - Beautiful,++0.1369,8.645e-07,++0.01576
